state,issue_age,gender,plan,uw_class,preferred,hhd,application_count,entered_premium
IL,73,F,N,UW,Y,Y,1,1229.52
IL,73,M,N,UW,Y,Y,4,5393.16
LA,73,M,N,UW,Y,N,1,1529.4
MI,73,M,N,UW,Y,N,1,1452.6
MI,73,F,N,UW,Y,Y,1,1197.24
MI,73,M,N,UW,N,Y,1,1514.52
MI,73,F,N,UW,N,Y,1,1496.52
NC,73,F,N,UW,Y,N,1,1144.68
NC,73,F,N,UW,Y,Y,2,2007.84
NC,73,M,N,UW,Y,Y,1,1341.12
NE,73,F,N,UW,Y,Y,1,1212.36
NJ,73,F,N,UW,Y,N,6,8422.58
NJ,73,M,N,UW,Y,N,1,1614.24
NJ,73,M,N,UW,N,N,1,1775.64
NJ,73,M,N,UW,Y,Y,1,1501.2
OH,73,F,N,UW,Y,N,1,1389.36
OH,73,F,N,UW,Y,Y,1,1250.4
OH,73,M,N,UW,Y,Y,1,1437.96
PA,73,F,N,UW,Y,N,1,1575.72
PA,73,M,N,UW,Y,N,1,1559.88
PA,73,F,N,UW,Y,Y,1,1381.92
PA,73,M,N,UW,Y,Y,3,4422.0
PA,73,M,N,UW,N,Y,1,1504.8
PA,73,M,N,UW,N,Y,1,1710.0
SC,73,F,N,UW,Y,N,1,1305.84
SC,73,F,N,UW,Y,Y,1,1145.28
TX,73,F,N,UW,Y,Y,1,1374.12
TX,73,M,N,UW,Y,Y,1,1236.84
TX,73,M,N,UW,N,Y,1,1360.44
WI,73,M,G,OE,Y,Y,1,1746.12
WI,73,F,G,UW,Y,Y,3,6442.32
WI,73,M,G,UW,Y,Y,1,2792.64
WI,73,F,G,UW,N,Y,1,1729.8
WI,73,M,G,UW,N,Y,1,2140.56
LA,73,M,F,GI,Y,Y,1,2456.64
TX,73,M,F,GI,Y,Y,1,2462.04
VA,73,M,F,OE,Y,N,1,2116.32
VA,73,F,F,OE,Y,Y,1,1692.96
VA,73,M,F,OE,Y,Y,1,1904.64
CO,73,F,F,UW,Y,N,1,2472.24
IA,73,F,F,UW,Y,N,1,1811.4
IA,73,F,F,UW,N,Y,2,3775.36
IA,73,M,F,UW,N,Y,1,2017.44
LA,73,F,F,UW,N,Y,1,2402.16
MI,73,F,F,UW,N,N,1,2533.56
MI,73,M,F,UW,Y,Y,1,2698.32
NJ,73,F,F,UW,N,N,1,3045.24
OH,73,F,F,UW,Y,N,1,2949.0
TN,73,M,F,UW,Y,Y,1,2333.4
VA,73,F,F,UW,Y,Y,1,1693.12
VA,73,F,F,UW,N,Y,1,1862.4
SC,73,F,G,GI,Y,N,1,1703.4
TN,73,F,G,GI,Y,N,1,1638.84
TX,73,M,G,GI,Y,Y,1,2163.36
AZ,73,F,G,OE,Y,Y,1,1644.72
AZ,73,M,G,OE,Y,Y,1,1891.32
CO,73,F,G,OE,Y,N,1,1877.16
FL,73,F,G,OE,Y,Y,1,3749.4
FL,73,M,G,OE,Y,Y,2,7083.6
GA,73,F,G,OE,Y,Y,1,1726.08
GA,73,M,G,OE,Y,Y,2,3927.48
IA,73,M,G,OE,Y,N,1,1869.48
IL,73,F,G,OE,Y,Y,1,1641.48
IL,73,M,G,OE,Y,Y,1,1846.68
NC,73,M,G,OE,Y,N,1,1802.16
NE,73,M,G,OE,Y,Y,1,1849.68
NH,73,M,G,OE,Y,Y,1,2507.28
NJ,73,M,G,OE,Y,N,1,2329.56
NJ,73,F,G,OE,Y,Y,1,1883.88
NJ,73,M,G,OE,Y,Y,1,2166.48
PA,73,F,G,OE,Y,N,1,2157.12
PA,73,M,G,OE,Y,Y,1,2175.48
SC,73,F,G,OE,Y,N,1,1703.4
TN,73,F,G,OE,Y,Y,1,1437.24
TX,73,F,G,OE,Y,Y,1,1619.4
TX,73,M,G,OE,Y,Y,1,1862.4
VA,73,F,G,OE,Y,Y,1,1419.72
VA,73,M,G,OE,Y,Y,3,5490.48
NJ,73,M,G,OE,N,N,1,2329.61
NJ,73,F,G,OE,Y,N,1,2025.72
VA,73,F,G,OE,Y,N,7,11042.64
VA,73,F,G,OE,Y,Y,7,9938.04
VA,73,M,G,OE,Y,Y,8,12777.72
AZ,73,F,G,UW,Y,N,4,7501.44
AZ,73,M,G,UW,Y,N,2,4313.28
AZ,73,F,G,UW,N,N,2,4125.84
AZ,73,F,G,UW,Y,Y,3,4934.16
AZ,73,M,G,UW,Y,Y,4,7565.28
AZ,73,F,G,UW,N,Y,2,3618.48
AZ,73,F,G,UW,N,Y,1,2055.84
CO,73,F,G,UW,Y,Y,3,5667.6
CO,73,M,G,UW,Y,Y,1,1900.68
FL,73,M,G,UW,Y,N,1,3127.32
FL,73,M,G,UW,Y,Y,2,6098.16
GA,73,F,G,UW,Y,N,1,1907.04
GA,73,M,G,UW,Y,N,1,2193.0
GA,73,F,G,UW,Y,Y,1,1672.44
GA,73,M,G,UW,N,Y,1,2204.64
IA,73,F,G,UW,Y,N,2,3006.96
IA,73,F,G,UW,N,N,1,1879.44
IA,73,F,G,UW,Y,Y,1,1869.48
IA,73,M,G,UW,Y,Y,1,1522.32
IA,73,F,G,UW,N,Y,1,1488.48
IA,73,M,G,UW,N,Y,1,1674.48
IA,73,M,G,UW,N,Y,1,2629.08
IL,73,F,G,UW,Y,N,2,3647.76
IL,73,M,G,UW,Y,N,2,3896.28
IL,73,F,G,UW,N,N,2,4012.56
IL,73,F,G,UW,Y,Y,5,8207.4
IL,73,M,G,UW,Y,Y,4,7386.72
IL,73,F,G,UW,N,Y,2,3834.36
IL,73,M,G,UW,N,Y,1,2031.36
IL,73,F,G,UW,N,Y,1,2051.88
IL,73,M,G,UW,N,Y,2,4902.12
KS,73,F,G,UW,Y,N,1,2242.2
LA,73,F,G,UW,Y,N,1,1814.88
LA,73,F,G,UW,N,N,1,1996.32
LA,73,F,G,UW,Y,Y,4,6533.76
LA,73,M,G,UW,Y,Y,1,1837.56
LA,73,M,G,UW,N,Y,1,2021.28
MI,73,M,G,UW,Y,N,2,4099.2
MI,73,F,G,UW,N,N,2,4073.28
MI,73,F,G,UW,Y,Y,8,12989.76
MI,73,M,G,UW,Y,Y,2,3595.08
MI,73,F,G,UW,N,Y,1,1919.64
NC,73,F,G,UW,Y,N,3,4701.24
NC,73,M,G,UW,Y,N,1,1802.16
NC,73,F,G,UW,Y,Y,6,8246.16
NC,73,M,G,UW,Y,Y,9,14530.6
NC,73,F,G,UW,N,Y,2,3023.52
NC,73,M,G,UW,N,Y,1,1975.56
NE,73,F,G,UW,Y,N,1,2435.88
NE,73,F,G,UW,N,N,1,2009.64
NE,73,F,G,UW,Y,Y,2,3288.48
NE,73,M,G,UW,Y,Y,2,3699.36
NE,73,M,G,UW,N,Y,2,4134.72
NH,73,M,G,UW,Y,Y,1,2507.28
NJ,73,F,G,UW,Y,N,6,12154.32
NJ,73,M,G,UW,Y,N,5,11722.44
NJ,73,F,G,UW,N,N,1,2228.28
NJ,73,F,G,UW,N,N,1,2532.12
NJ,73,F,G,UW,Y,Y,9,16954.92
NJ,73,M,G,UW,Y,Y,4,8665.92
NJ,73,M,G,UW,N,Y,1,2383.08
OH,73,F,G,UW,Y,N,1,1798.2
OH,73,M,G,UW,Y,N,1,2067.96
OH,73,M,G,UW,N,N,1,2274.72
PA,73,F,G,UW,Y,N,3,6471.36
PA,73,M,G,UW,Y,N,2,5040.76
PA,73,F,G,UW,N,N,1,2372.76
PA,73,F,G,UW,Y,Y,1,1891.8
PA,73,M,G,UW,Y,Y,5,10101.84
SC,73,F,G,UW,Y,Y,7,10624.44
SC,73,M,G,UW,Y,Y,3,5153.76
SC,73,F,G,UW,N,Y,1,1676.15
SC,73,M,G,UW,N,Y,2,3779.28
SC,73,M,G,UW,N,Y,1,2147.4
TN,73,F,G,UW,Y,Y,1,1437.24
TN,73,M,G,UW,Y,Y,1,1652.76
TN,73,F,G,UW,N,Y,2,3161.76
TX,73,F,G,UW,Y,N,4,7647.36
TX,73,F,G,UW,N,N,1,3785.4
TX,73,F,G,UW,Y,Y,3,5381.64
TX,73,M,G,UW,Y,Y,1,2163.36
TX,73,F,G,UW,N,Y,1,2069.28
TX,73,M,G,UW,N,Y,2,4759.56
VA,73,F,G,UW,Y,N,3,5028.36
VA,73,F,G,UW,N,N,1,1735.32
VA,73,F,G,UW,Y,Y,4,6033.96
VA,73,M,G,UW,Y,Y,5,8285.52
VA,73,M,G,UW,N,Y,1,1756.92
TX,73,M,F,GI,Y,Y,1,916.2
PA,73,M,F,OE,Y,Y,1,793.2
IL,73,M,G,UW,Y,Y,1,629.4
MI,73,F,G,UW,Y,Y,1,560.16
MI,73,M,G,UW,Y,Y,1,644.16
CO,73,F,N,GI,Y,Y,1,1361.16
LA,73,M,N,OE,Y,Y,1,1431.48
NJ,73,M,N,OE,Y,N,1,1622.28
NJ,73,F,N,OE,Y,Y,1,1311.96
PA,73,M,N,OE,Y,Y,2,3194.16
TX,73,M,N,OE,Y,Y,1,1242.84
AZ,73,F,N,UW,Y,N,1,1440.48
AZ,73,M,N,UW,Y,Y,1,1452.84
FL,73,F,N,UW,Y,Y,1,2807.52
FL,73,M,N,UW,Y,Y,1,2652.12
GA,73,F,N,UW,Y,Y,1,1473.36
IA,73,M,N,UW,Y,Y,1,1175.76
IA,73,M,N,UW,N,Y,2,2858.88
IA,73,F,N,UW,N,Y,1,1443.96
IL,73,F,N,UW,Y,N,1,1420.92
IL,73,M,N,UW,Y,N,1,1649.64
IL,73,F,N,UW,Y,Y,1,1149.48
IL,73,M,N,UW,Y,Y,1,1438.68
IL,73,M,N,UW,N,Y,1,1582.56
MI,73,M,N,UW,Y,N,1,1577.84
MI,73,F,N,UW,Y,Y,2,2316.48
MI,73,M,N,UW,Y,Y,4,5638.32
MI,73,F,N,UW,N,Y,1,1422.48
MI,73,M,N,UW,N,Y,1,1522.08
NE,73,F,N,UW,Y,N,1,1356.12
NH,73,F,N,UW,Y,N,1,1974.12
NJ,73,F,N,UW,Y,N,2,2821.44
NJ,73,M,N,UW,Y,N,6,9733.68
NJ,73,F,N,UW,Y,Y,1,1311.96
NJ,73,F,N,UW,N,Y,1,1443.24
NJ,73,M,N,UW,N,Y,1,1659.6
OH,73,F,N,UW,Y,N,1,1621.92
OH,73,M,N,UW,Y,N,1,1605.72
OH,73,F,N,UW,N,N,1,1745.4
OH,73,M,N,UW,Y,Y,1,1445.16
PA,73,F,N,UW,Y,N,3,4089.6
PA,73,F,N,UW,Y,Y,4,5555.04
PA,73,M,N,UW,Y,Y,1,1597.08
SC,73,M,N,UW,Y,N,1,1509.24
SC,73,M,N,UW,Y,Y,1,1323.6
TN,73,F,N,UW,Y,Y,1,1055.16
TX,73,F,N,UW,Y,N,1,1232.4
TX,73,M,N,UW,N,Y,1,1367.16
TX,73,M,N,UW,N,Y,1,1985.28
VA,73,F,N,UW,Y,Y,1,1093.8
VA,73,M,N,UW,N,Y,1,1353.72
VA,73,M,N,UW,N,Y,1,1538.28
WI,73,F,G,GI,Y,Y,1,1525.8
WI,73,F,G,UW,N,N,1,2153.16
WI,73,F,G,UW,Y,Y,3,6435.36
WI,73,M,G,UW,Y,Y,1,2380.56
WI,73,F,G,UW,N,Y,1,1624.91
GA,73,M,F,GI,Y,Y,1,3630.36
IA,73,M,F,GI,Y,N,1,2051.16
NE,73,F,F,GI,Y,Y,1,1967.88
TX,73,F,F,OE,Y,N,1,2381.88
VA,73,M,F,OE,Y,N,1,2179.8
VA,73,F,F,OE,Y,Y,1,1799.76
VA,73,M,F,OE,Y,Y,1,1961.76
AZ,73,F,F,UW,Y,Y,1,2419.32
IA,73,F,F,UW,Y,N,1,2015.16
IA,73,F,F,UW,N,N,1,2279.04
IA,73,F,F,UW,Y,Y,1,1813.68
IL,73,M,F,UW,Y,Y,1,2268.12
NC,73,F,F,UW,Y,Y,1,1949.88
NC,73,M,F,UW,Y,Y,1,2242.32
OH,73,F,F,UW,Y,N,1,2551.44
PA,73,F,F,UW,Y,Y,1,2100.6
TN,73,M,F,UW,Y,Y,1,2345.04
TX,73,F,F,UW,Y,N,1,2381.88
TX,73,F,F,UW,N,Y,1,2611.08
PA,73,F,G,GI,Y,N,1,2167.8
AZ,73,M,G,OE,Y,Y,1,1981.2
FL,73,M,G,OE,Y,Y,1,3594.96
GA,73,F,G,OE,Y,Y,1,1768.92
IA,73,M,G,OE,Y,N,1,1702.56
IA,73,M,G,OE,Y,Y,2,3225.96
IL,73,F,G,OE,Y,N,3,5953.8
NC,73,F,G,OE,Y,Y,1,1381.2
NJ,73,M,G,OE,Y,Y,1,2177.28
PA,73,M,G,OE,Y,Y,1,2186.4
TX,73,M,G,OE,Y,N,1,2134.2
TX,73,F,G,OE,Y,Y,1,1890.6
TX,73,M,G,OE,Y,Y,3,5577.4
VA,73,F,G,OE,Y,Y,1,1466.88
TN,73,F,G,OE,N,N,1,1647.05
VA,73,M,G,OE,Y,N,1,1833.48
VA,73,F,G,OE,Y,Y,8,12009.96
VA,73,M,G,OE,Y,Y,12,20523.48
AZ,73,F,G,UW,Y,N,2,3806.88
AZ,73,F,G,UW,N,N,1,2093.76
AZ,73,F,G,UW,Y,Y,9,15441.24
AZ,73,M,G,UW,Y,Y,7,13499.76
AZ,73,F,G,UW,N,Y,1,1836.24
AZ,73,M,G,UW,N,Y,1,2111.76
AZ,73,F,G,UW,N,Y,1,2086.68
CO,73,M,G,UW,Y,N,2,4146.96
CO,73,F,G,UW,N,N,1,2294.04
CO,73,F,G,UW,Y,Y,1,1745.04
CO,73,M,G,UW,Y,Y,1,2111.52
FL,73,F,G,UW,Y,N,1,2760.12
GA,73,F,G,UW,Y,N,2,3871.2
GA,73,F,G,UW,Y,Y,1,2054.88
GA,73,M,G,UW,Y,Y,2,4068.48
GA,73,M,G,UW,N,Y,2,4475.76
IA,73,F,G,UW,Y,N,1,1672.68
IA,73,F,G,UW,Y,Y,1,1362.12
IA,73,M,G,UW,Y,Y,1,1532.28
IA,73,F,G,UW,N,Y,1,2070.0
IA,73,M,G,UW,N,Y,2,3371.04
IL,73,F,G,UW,Y,N,3,5653.08
IL,73,M,G,UW,Y,N,1,2381.88
IL,73,F,G,UW,N,N,2,4401.72
IL,73,F,G,UW,N,N,1,2646.48
IL,73,F,G,UW,Y,Y,4,6993.36
IL,73,M,G,UW,Y,Y,9,17212.92
IL,73,F,G,UW,N,Y,3,5596.56
IL,73,M,G,UW,N,Y,2,4197.36
KS,73,F,G,UW,Y,Y,1,2084.88
KS,73,M,G,UW,Y,Y,2,4552.8
LA,73,F,G,UW,Y,N,1,1875.0
LA,73,M,G,UW,N,Y,1,2088.24
MI,73,F,G,UW,Y,N,3,5443.08
MI,73,F,G,UW,N,N,1,1893.72
MI,73,F,G,UW,Y,Y,7,11057.04
MI,73,M,G,UW,Y,Y,7,12715.92
MI,73,F,G,UW,N,Y,2,3455.88
MI,73,F,G,UW,N,Y,1,1887.24
NC,73,F,G,UW,Y,N,4,6509.52
NC,73,F,G,UW,N,N,1,2012.4
NC,73,F,G,UW,Y,Y,4,5569.04
NC,73,M,G,UW,Y,Y,2,3227.64
NC,73,F,G,UW,N,Y,2,3038.4
NE,73,F,G,UW,Y,N,1,1838.88
NE,73,M,G,UW,Y,N,1,2068.8
NE,73,F,G,UW,Y,Y,1,1655.04
NE,73,M,G,UW,Y,Y,1,1861.92
NJ,73,F,G,UW,Y,N,7,14250.6
NJ,73,M,G,UW,Y,N,4,9364.8
NJ,73,M,G,UW,N,N,3,7725.96
NJ,73,F,G,UW,Y,Y,6,11359.44
NJ,73,M,G,UW,Y,Y,4,8709.12
OH,73,F,G,UW,Y,N,2,3906.48
OH,73,M,G,UW,Y,Y,1,1870.44
PA,73,F,G,UW,Y,N,6,13006.8
PA,73,F,G,UW,Y,Y,6,10084.56
PA,73,M,G,UW,Y,Y,1,1711.08
PA,73,F,G,UW,N,Y,2,3728.04
PA,73,M,G,UW,N,Y,2,3234.72
SC,73,F,G,UW,Y,N,1,1711.8
SC,73,F,G,UW,Y,Y,5,7506.0
SC,73,M,G,UW,Y,Y,4,6905.76
TN,73,F,G,UW,Y,Y,3,4333.32
TN,73,M,G,UW,Y,Y,2,3322.32
TN,73,F,G,UW,N,Y,1,1588.8
TN,73,M,G,UW,N,Y,1,1827.12
TX,73,M,G,UW,Y,N,1,2002.32
TX,73,F,G,UW,N,N,1,2371.32
TX,73,M,G,UW,N,N,1,2667.72
TX,73,F,G,UW,Y,Y,6,10817.52
TX,73,M,G,UW,Y,Y,5,9623.16
TX,73,F,G,UW,N,Y,1,1790.4
TX,73,M,G,UW,N,Y,2,4263.36
VA,73,M,G,UW,Y,N,1,2291.88
VA,73,M,G,UW,N,N,2,4033.68
VA,73,F,G,UW,N,N,1,2037.24
VA,73,F,G,UW,Y,Y,3,4400.64
VA,73,M,G,UW,Y,Y,4,6909.96
FL,73,M,G,OE,Y,N,1,1130.16
AZ,73,M,G,UW,Y,N,1,812.64
AZ,73,M,G,UW,Y,Y,1,662.28
IL,73,M,N,OE,N,Y,1,1643.44
PA,73,M,N,OE,Y,N,1,1830.12
SC,73,M,N,OE,Y,Y,1,1330.2
TN,73,M,N,OE,Y,Y,1,1219.44
TX,73,F,N,OE,Y,Y,1,1194.84
AZ,73,F,N,UW,Y,N,1,1827.6
CO,73,F,N,UW,Y,N,1,1519.2
FL,73,F,N,UW,Y,N,1,2400.84
FL,73,M,N,UW,Y,Y,2,5009.4
GA,73,M,N,UW,N,N,1,2089.8
GA,73,F,N,UW,Y,Y,1,1235.4
IA,73,M,N,UW,Y,Y,1,1308.12
IL,73,F,N,UW,Y,N,1,1657.92
IL,73,M,N,UW,Y,N,2,3319.92
IL,73,F,N,UW,Y,Y,1,1327.92
IL,73,M,N,UW,N,Y,1,1643.28
KS,73,F,N,UW,Y,N,1,1632.84
KS,73,M,N,UW,Y,N,1,1836.96
LA,73,M,N,UW,Y,Y,1,1486.56
MI,73,F,N,UW,Y,N,1,1481.88
MI,73,M,N,UW,Y,N,1,1467.12
MI,73,F,N,UW,Y,Y,4,4927.2
MI,73,M,N,UW,Y,Y,2,2781.36
MI,73,M,N,UW,N,Y,1,1644.0
NC,73,M,N,UW,N,Y,1,1282.68
NE,73,M,N,UW,Y,Y,1,1406.64
NJ,73,F,N,UW,Y,N,4,5671.2
NJ,73,M,N,UW,Y,N,2,3260.88
NJ,73,F,N,UW,N,N,1,1559.52
NJ,73,F,N,UW,Y,Y,1,1318.56
NJ,73,M,N,UW,Y,Y,2,3032.64
OH,73,M,N,UW,Y,N,2,3227.52
OH,73,M,N,UW,N,Y,1,1597.68
PA,73,F,N,UW,Y,N,2,2615.52
PA,73,F,N,UW,Y,Y,2,2791.44
PA,73,M,N,UW,Y,Y,1,1605.0
PA,73,F,N,UW,N,Y,1,1535.28
PA,73,M,N,UW,N,Y,1,1765.56
SC,73,M,N,UW,Y,Y,2,2660.4
TN,73,F,N,UW,Y,N,1,1404.48
TN,73,F,N,UW,Y,Y,1,1060.44
TX,73,F,N,UW,Y,Y,3,3593.0
TX,73,M,N,UW,Y,Y,3,4441.32
VA,73,F,N,UW,N,Y,1,1249.56
WI,73,M,G,GI,Y,Y,1,1763.52
WI,73,F,G,UW,Y,N,1,2410.32
WI,73,M,G,UW,Y,N,2,5700.72
WI,73,F,G,UW,Y,Y,2,4367.88
WI,73,M,G,UW,Y,Y,4,8748.0
WI,73,F,G,UW,N,Y,1,2574.72
LA,73,F,F,GI,Y,Y,1,2314.68
SC,73,F,F,GI,Y,N,1,2477.16
TX,73,F,F,GI,Y,Y,1,2141.16
TX,73,M,F,GI,Y,Y,1,3146.28
VA,73,M,F,GI,Y,N,1,2803.92
VA,73,F,F,GI,Y,Y,1,1794.48
VA,73,F,F,OE,Y,N,1,1993.92
VA,73,M,F,OE,Y,N,1,2243.16
VA,73,F,F,OE,Y,Y,3,5383.44
VA,73,M,F,OE,Y,Y,2,4102.44
CO,73,F,F,UW,Y,N,1,2150.4
GA,73,F,F,UW,Y,N,1,3018.12
IA,73,F,F,UW,Y,N,1,1860.12
IA,73,F,F,UW,Y,Y,1,1850.4
IA,73,M,F,UW,Y,Y,1,2081.64
IA,73,M,F,UW,N,Y,1,2071.8
IL,73,F,F,UW,Y,N,1,2305.32
LA,73,M,F,UW,N,Y,1,2864.4
MI,73,F,F,UW,Y,N,1,2448.72
MI,73,F,F,UW,Y,Y,1,2080.8
NC,73,F,F,UW,Y,N,1,2278.92
OH,73,M,F,UW,Y,N,1,3007.44
TN,73,F,F,UW,Y,Y,1,2090.16
TX,73,F,F,UW,N,Y,1,2355.12
VA,73,M,F,UW,Y,N,1,2243.16
VA,73,F,F,UW,Y,Y,1,1794.48
PA,73,M,G,GI,Y,Y,1,2241.12
AZ,73,F,G,OE,Y,Y,1,1748.64
AZ,73,M,G,OE,Y,Y,1,2010.96
FL,73,F,G,OE,Y,Y,1,3172.92
GA,73,F,G,OE,Y,Y,1,1722.96
NJ,73,F,G,OE,Y,Y,1,1940.64
SC,73,F,G,OE,Y,Y,1,1538.76
SC,73,M,G,OE,Y,Y,1,1769.64
TN,73,M,G,OE,Y,Y,1,1702.56
TX,73,M,G,OE,Y,Y,2,3488.4
VA,73,F,G,OE,Y,N,1,1997.4
VA,73,F,G,OE,Y,Y,1,1513.8
NE,73,M,G,OE,N,N,1,1898.87
CO,73,F,G,OE,Y,Y,1,1907.76
VA,73,F,G,OE,Y,N,1,1682.04
VA,73,M,G,OE,Y,N,1,1892.28
VA,73,F,G,OE,Y,Y,6,9366.6
VA,73,M,G,OE,Y,Y,9,15646.76
AZ,73,F,G,UW,Y,N,1,1932.0
AZ,73,M,G,UW,Y,N,2,4443.6
AZ,73,F,G,UW,N,N,1,2415.0
AZ,73,F,G,UW,Y,Y,10,17496.48
AZ,73,M,G,UW,Y,Y,8,16075.56
CO,73,F,G,UW,Y,Y,2,4176.24
CO,73,M,G,UW,Y,Y,1,1995.24
CO,73,M,G,UW,N,Y,1,2260.76
FL,73,F,G,UW,Y,Y,1,2731.44
FL,73,M,G,UW,Y,Y,1,3141.24
GA,73,F,G,UW,Y,N,1,1964.64
GA,73,F,G,UW,Y,Y,1,1722.96
GA,73,M,G,UW,N,Y,1,2271.36
IA,73,F,G,UW,Y,N,1,1543.08
IA,73,M,G,UW,Y,N,3,5390.76
IA,73,F,G,UW,Y,Y,5,7236.36
IA,73,F,G,UW,N,Y,1,1736.04
IL,73,F,G,UW,Y,N,4,7385.52
IL,73,F,G,UW,N,N,3,6417.72
IL,73,M,G,UW,N,N,1,2406.6
IL,73,F,G,UW,N,N,1,2731.32
IL,73,F,G,UW,Y,Y,5,9006.72
IL,73,M,G,UW,Y,Y,5,9845.4
IL,73,F,G,UW,N,Y,2,3655.92
IL,73,M,G,UW,N,Y,1,2165.88
IL,73,F,G,UW,N,Y,1,2187.72
KS,73,F,G,UW,Y,Y,2,4303.44
KS,73,M,G,UW,Y,Y,1,2420.64
LA,73,M,G,UW,Y,N,1,2176.92
LA,73,F,G,UW,Y,Y,3,5839.44
LA,73,M,G,UW,Y,Y,1,1959.24
LA,73,F,G,UW,N,Y,2,3831.36
LA,73,F,G,UW,N,Y,1,2176.92
MI,73,F,G,UW,Y,N,3,5579.16
MI,73,M,G,UW,Y,N,1,2357.28
MI,73,F,G,UW,N,N,1,2097.96
MI,73,M,G,UW,N,N,1,2232.24
MI,73,F,G,UW,Y,Y,5,8238.12
MI,73,M,G,UW,Y,Y,7,13670.4
MI,73,F,G,UW,N,Y,1,1702.32
NC,73,F,G,UW,Y,N,5,8592.96
NC,73,F,G,UW,Y,Y,6,8951.52
NC,73,M,G,UW,Y,Y,3,5147.28
NE,73,F,G,UW,Y,N,2,3750.72
NE,73,F,G,UW,N,N,1,2062.92
NE,73,M,G,UW,Y,Y,2,4430.52
NE,73,F,G,UW,N,Y,1,1856.64
NE,73,F,G,UW,N,Y,1,2813.04
NJ,73,F,G,UW,Y,N,5,10433.4
NJ,73,M,G,UW,Y,N,2,4799.28
NJ,73,F,G,UW,N,N,1,2608.32
NJ,73,F,G,UW,Y,Y,3,5821.92
NJ,73,M,G,UW,Y,Y,5,11158.2
OH,73,F,G,UW,Y,N,1,1852.44
OH,73,M,G,UW,Y,N,2,4260.48
OH,73,F,G,UW,N,N,2,4075.2
OH,73,M,G,UW,N,Y,1,2449.92
PA,73,F,G,UW,Y,N,2,3825.84
PA,73,M,G,UW,Y,N,1,2199.84
PA,73,F,G,UW,Y,Y,4,6676.44
PA,73,M,G,UW,Y,Y,2,3858.48
PA,73,F,G,UW,N,Y,2,3690.72
PA,73,M,G,UW,N,Y,1,2465.16
PA,73,M,G,UW,N,Y,1,2411.52
SC,73,F,G,UW,Y,N,4,7018.56
SC,73,F,G,UW,N,N,1,1930.08
SC,73,F,G,UW,Y,Y,5,7693.8
SC,73,M,G,UW,Y,Y,3,5308.92
SC,73,M,G,UW,N,Y,1,1946.64
SC,73,M,G,UW,N,Y,1,2569.56
TX,73,F,G,UW,Y,N,6,11682.48
TX,73,M,G,UW,N,N,1,2187.6
TX,73,F,G,UW,Y,Y,10,16884.6
TX,73,M,G,UW,Y,Y,8,16446.6
VA,73,F,G,UW,Y,N,1,1682.04
VA,73,M,G,UW,Y,N,3,6149.88
VA,73,F,G,UW,Y,Y,6,9082.91
VA,73,M,G,UW,Y,Y,3,6173.52
VA,73,M,G,UW,N,Y,1,1873.32
CO,73,F,F,GI,Y,Y,1,692.88
FL,73,M,G,UW,Y,Y,1,1258.92
IL,73,F,N,OE,Y,Y,1,1381.32
PA,73,F,N,OE,Y,N,1,1631.28
TX,73,M,N,OE,Y,Y,1,1408.44
AZ,73,M,N,UW,Y,N,1,1706.64
CO,73,F,N,UW,Y,N,2,2804.4
FL,73,M,N,UW,Y,Y,2,5084.4
GA,73,M,N,UW,Y,Y,1,1442.04
GA,73,F,N,UW,N,Y,1,1669.68
IA,73,M,N,UW,N,Y,1,1666.68
IL,73,F,N,UW,Y,N,2,3069.6
IL,73,M,N,UW,Y,N,1,1940.04
IL,73,F,N,UW,N,N,1,1688.28
IL,73,M,N,UW,Y,Y,3,4854.0
LA,73,F,N,UW,Y,N,1,1976.4
MI,73,F,N,UW,Y,Y,3,3625.8
MI,73,M,N,UW,N,Y,1,1648.44
NC,73,F,N,UW,N,N,1,1303.56
NC,73,F,N,UW,Y,Y,1,1039.2
NC,73,M,N,UW,Y,Y,1,1195.2
NJ,73,F,N,UW,N,N,1,1598.52
NJ,73,M,N,UW,N,N,1,1838.28
NJ,73,F,N,UW,N,N,1,1816.56
OH,73,F,N,UW,Y,N,1,1670.76
OH,73,M,N,UW,Y,N,1,1654.08
PA,73,F,N,UW,Y,N,3,4893.84
PA,73,F,N,UW,Y,Y,3,3933.24
PA,73,M,N,UW,Y,Y,7,11058.72
SC,73,F,N,UW,Y,N,1,1351.92
SC,73,F,N,UW,Y,Y,1,1377.24
SC,73,M,N,UW,Y,Y,1,1363.44
TN,73,F,N,UW,Y,N,2,2518.32
TX,73,F,N,UW,Y,N,2,2891.64
TX,73,F,N,UW,Y,Y,1,1422.6
TX,73,M,N,UW,Y,Y,2,2916.48
VA,73,M,N,UW,Y,N,1,1476.96
VA,73,F,N,UW,Y,Y,1,1181.64
VA,73,M,N,UW,Y,Y,1,1329.24
VA,73,F,N,UW,N,Y,1,1476.96
WI,73,F,G,GI,Y,Y,1,2164.32
WI,73,F,G,UW,Y,N,1,2466.24
WI,73,M,G,UW,Y,N,1,3024.12
WI,73,F,G,UW,Y,Y,2,3899.52
WI,73,M,G,UW,Y,Y,1,2447.64
WI,73,F,G,UW,N,Y,3,6549.12
WI,73,M,G,UW,N,Y,1,3049.92
CO,77,F,F,GI,Y,Y,1,2212.2
GA,77,F,F,GI,Y,N,1,3063.36
NC,77,F,F,GI,Y,N,1,2335.92
